epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.462450792312622,1741.4106677064663,6.910089063358878,1002.3365097712484
2,7.12645191192627,1244.4536931641678,6.836142687312143,930.8914610700535
3,6.765677289962769,867.5535941934297,6.360613073131995,578.6009723901684
4,6.479000026702881,651.3193185938414,6.225371306527874,505.4106699020174
5,6.346682430267334,570.5965715533154,6.094919940811431,443.59852961714023
6,6.18178342628479,483.85410546426743,5.939926974359387,379.90718555954425
7,6.031221315383911,416.22305871156266,5.812061382910449,334.3075517499284
8,5.897360242843628,364.07512832735233,5.723851004617657,306.08137703428025
9,5.776487951278686,322.62412673270734,5.637294661356304,280.70229557074924
10,5.677044404983521,292.08486832373524,5.5824437335579695,265.7201622914436
11,5.593454879760742,268.6622138013385,5.533872757414858,253.1222965265571
12,5.52512112236023,250.91672780665917,5.501289008477491,245.00754560972106
13,5.469402118682861,237.31826218139963,5.47014724994134,237.49516133511858
14,5.422842988967895,226.52220806481515,5.446645463726478,231.97867833778898
15,5.387635326385498,218.68565346687774,5.432626152609637,228.74918758529657
16,5.360393262863159,212.80861972276998,5.421785967364283,226.28289569864504
17,5.340393712997437,208.59482061615873,5.412357865407795,224.15950299728007
18,5.327095716476441,205.8392895450737,5.408753512719434,223.353007410421
19,5.319156475067139,204.2115517852637,5.404638059124975,222.4356973414541
20,5.315618949890137,203.49042453431215,5.404865331706887,222.48625662184963
