epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.467361911773682,1749.983978571553,6.914007889867543,1006.2721992617318
2,7.158920934677124,1285.5230209030804,6.91378707828636,1006.0500272362929
3,6.843862487792968,938.1055673220633,6.407082702157027,606.1228584014201
4,6.5209613704681395,679.231064242268,6.246706700467778,516.3096593313325
5,6.362688236236572,579.8029104577848,6.101322069567835,446.4476148939489
6,6.21624834060669,500.8207940587473,5.973267683725871,392.78707993854556
7,6.069044034957885,432.26725161227336,5.861673587524963,351.3116030169552
8,5.936825077056885,378.73057828633944,5.769768441365865,320.4635179606532
9,5.822874711990356,337.94214493153765,5.678218279627269,292.42794066704977
10,5.722390008926392,305.6345199688652,5.613895721778184,274.21040736252445
11,5.634926628112793,280.03836961292916,5.568143138200223,261.9472475344942
12,5.563449422836304,260.72062268014406,5.536862644606722,253.88023615127656
13,5.505534883499146,246.050028587852,5.5020537330718815,245.1949805645857
14,5.457767293930054,234.5731064605232,5.4710318508262406,237.70534271460636
15,5.4199886207580565,225.87655218347254,5.456417173397042,234.25661818973003
16,5.392402473449707,219.73064898241932,5.439142066704299,230.24456422290066
17,5.371386474609375,215.160976227099,5.437539327358771,229.8758377658581
18,5.357746843338012,212.24618338592146,5.430858239156757,228.34513608850685
19,5.349805702209473,210.5673811148782,5.427079408040304,227.48388666587874
20,5.345782648086548,209.7219588741066,5.4277307127764125,227.63209625821818
