model,types,filter,count,min,max,mean,std,bin_count,shannon_entropy,desequilibrium,complexity
meta-llama/Llama-3.1-8B,norm-embedding,2 sigma,523042005,-0.03076171875,0.0311279296875,2.7931450136531325e-05,0.010387826769230401,1800,6.758845806121826,0.0006764689460396767,0.004572149298911921
meta-llama/Llama-3.1-8B,norm-embedding,3 sigma,525320228,-0.046142578125,0.046630859375,2.2870025143015938e-05,0.010611062601343195,2673,6.771357536315918,0.0008537844987586141,0.00578128010005885
meta-llama/Llama-3.1-8B,norm-embedding,4 sigma,525339804,-0.0615234375,0.06201171875,2.2938180059480492e-05,0.010615221128091845,3559,6.77166748046875,0.0009468596545048058,0.006411818730978069
meta-llama/Llama-3.1-8B,norm-other,0 sigma,6979588096,-0.921875,2.953125,1.1172060346354137e-05,0.014106192322052529,218220,7.091984272003174,0.0009143936913460493,0.006484865677445106
meta-llama/Llama-3.1-8B,norm-other,1 sigma,5067028492,-0.0140380859375,0.01409912109375,1.780906330919655e-05,0.007390006306220671,2052,6.810970783233643,0.0007206042646430433,0.0049080145927573315
meta-llama/Llama-3.1-8B,norm-other,2 sigma,6684553147,-0.0281982421875,0.0281982421875,-3.251632011243985e-06,0.011614876568689975,3272,6.99149751663208,0.0006796343950554729,0.0047516621852480845
meta-llama/Llama-3.1-8B,norm-other,3 sigma,6930210580,-0.042236328125,0.042236328125,-4.374540765180915e-06,0.013011902379923444,4763,7.061729431152344,0.0007217656821012497,0.005096913959690141
meta-llama/Llama-3.1-8B,norm-other,4 sigma,6966842773,-0.056396484375,0.056396484375,-4.771395431440597e-06,0.013431018441055617,6371,7.083144187927246,0.0007644222350791097,0.005414512911522951
meta-llama/Llama-3.1-8B,norm,0 sigma,266240,-0.2119140625,2.953125,0.422572054198155,0.27103023029342616,614,4.498889446258545,0.012874830514192581,0.05792243912266848
meta-llama/Llama-3.1-8B,norm,1 sigma,248127,0.15234375,0.69140625,0.40475159032093444,0.09958339580142464,109,4.301318168640137,0.00678236223757267,0.029173097918770097
meta-llama/Llama-3.1-8B,norm,2 sigma,261935,-0.052490234375,0.9609375,0.3919787721620986,0.12253724335890859,196,4.424473762512207,0.009948541410267353,0.044017060444994094
meta-llama/Llama-3.1-8B,norm,3 sigma,262145,-0.2119140625,1.234375,0.3925055108707654,0.12393324181242736,279,4.4297332763671875,0.011423800140619278,0.05060438762546937
meta-llama/Llama-3.1-8B,norm,4 sigma,262187,-0.2119140625,1.5,0.3926623613002048,0.12454527707344143,334,4.437074661254883,0.011950341053307056,0.05302455548098273
meta-llama/Llama-3.1-8B,other,0 sigma,6979321856,-0.921875,0.9140625,-4.94735807015773e-06,0.013761481755354502,103019,7.090230464935303,0.0009103856282308698,0.0064548439161217774
meta-llama/Llama-3.1-8B,other,1 sigma,4991135995,-0.01373291015625,0.01373291015625,-1.1854679298558221e-06,0.0072450948584698695,2019,6.8007612228393555,0.0007276785327121615,0.004948767947961508
meta-llama/Llama-3.1-8B,other,2 sigma,6653476046,-0.0274658203125,0.0274658203125,-3.1392880046302157e-06,0.011484895175077075,3231,6.987377166748047,0.0006800770061090589,0.00475195454411681
meta-llama/Llama-3.1-8B,other,3 sigma,6924599965,-0.041259765625,0.041259765625,-4.323028308668522e-06,0.012962540621624776,4635,7.0574750900268555,0.0007188698509708047,0.005073406066197772
meta-llama/Llama-3.1-8B,other,4 sigma,6965183989,-0.054931640625,0.054931640625,-4.7578288464395654e-06,0.013405059547229908,6139,7.0782470703125,0.0007613713387399912,0.005389174447856249
meta-llama/Llama-3.2-1B,bias-embedding-other,0 sigma,1235746816,-1.234375,1.078125,-3.4418601390849956e-05,0.020171826033982185,50950,6.935288429260254,0.0010243161814287305,0.0071039281609667215
meta-llama/Llama-3.2-1B,bias-embedding-other,1 sigma,889934775,-0.0201416015625,0.02001953125,-4.726367199773209e-05,0.010519055441479413,1155,6.613509178161621,0.0005383654497563839,0.003560484843168954
meta-llama/Llama-3.2-1B,bias-embedding-other,2 sigma,1176792635,-0.040283203125,0.040283203125,-2.386416290778938e-05,0.01666328985953605,1849,6.819647789001465,0.0005841418169438839,0.003983641450384656
meta-llama/Llama-3.2-1B,bias-embedding-other,3 sigma,1225179109,-0.060546875,0.060302734375,-3.4060603763315625e-05,0.01888915904444024,2682,6.90321683883667,0.0006857428816147149,0.004733831807475081
meta-llama/Llama-3.2-1B,bias-embedding-other,4 sigma,1233053871,-0.08056640625,0.08056640625,-3.1873157196493084e-05,0.019603424248434097,3530,6.922646999359131,0.0007655135705135763,0.005299380221884503
meta-llama/Llama-3.2-1B,bias-embedding,0 sigma,262668288,-0.302734375,0.345703125,-0.00010652811881786811,0.02190653582178669,7223,6.649672985076904,0.0012693682219833136,0.008440883573837543
meta-llama/Llama-3.2-1B,bias-embedding,1 sigma,182742791,-0.02197265625,0.021728515625,-0.00012299313834492108,0.011701291770903224,656,6.3249993324279785,0.00031297921668738127,0.001979593336611518
meta-llama/Llama-3.2-1B,bias-embedding,2 sigma,250237511,-0.043701171875,0.043701171875,-7.96869189208008e-05,0.018855647221934856,1019,6.541199684143066,0.0005168244242668152,0.0033806517607715136
meta-llama/Llama-3.2-1B,bias-embedding,3 sigma,261335286,-0.0654296875,0.0654296875,-8.912727369889116e-05,0.021276517675796518,1468,6.632036209106445,0.0007338572759181261,0.004866968026205232
meta-llama/Llama-3.2-1B,bias-embedding,4 sigma,262521273,-0.08740234375,0.08740234375,-9.913151251317831e-05,0.02178894026801814,1972,6.6533122062683105,0.0008912506164051592,0.005929768604972602
meta-llama/Llama-3.2-1B,bias-norm-embedding-other,0 sigma,1235814400,-1.234375,2.90625,-8.689115345334522e-06,0.020638288301438008,91002,6.934927463531494,0.0010335574625059962,0.007167646031870756
meta-llama/Llama-3.2-1B,bias-norm-embedding-other,1 sigma,903010567,-0.0206298828125,0.0205078125,-4.676892376382203e-05,0.010726853533457073,1168,6.617820739746094,0.0005404783878475428,0.0035767890844820016
meta-llama/Llama-3.2-1B,bias-norm-embedding-other,2 sigma,1181802889,-0.041259765625,0.041259765625,-2.427767450179004e-05,0.016839694747175792,1896,6.8281097412109375,0.0005888498853892088,0.004020731638537001
meta-llama/Llama-3.2-1B,bias-norm-embedding-other,3 sigma,1226206856,-0.061767578125,0.061767578125,-2.936271220923434e-05,0.01896418589910724,2722,6.90447998046875,0.0006910406518727541,0.0047712763465455055
meta-llama/Llama-3.2-1B,bias-norm-embedding-other,4 sigma,1233349779,-0.08251953125,0.08251953125,-3.217091011477246e-05,0.019641927795450997,3634,6.925482273101807,0.0007715215906500816,0.005343159099362449
meta-llama/Llama-3.2-1B,bias-norm-embedding,0 sigma,262735872,-0.62890625,2.90625,1.4512615236417451e-05,0.02386260011579145,39549,6.654705047607422,0.001377177657559514,0.009164711109213464
meta-llama/Llama-3.2-1B,bias-norm-embedding,1 sigma,193233093,-0.0238037109375,0.0238037109375,-4.5574054140857434e-05,0.012566087669596196,684,6.344388961791992,0.0003412346704863012,0.002164925476814017
meta-llama/Llama-3.2-1B,bias-norm-embedding,2 sigma,254200802,-0.047607421875,0.047607421875,-8.241983303807285e-05,0.019558060343964585,1096,6.5655622482299805,0.0005600376753136516,0.00367696221862579
meta-llama/Llama-3.2-1B,bias-norm-embedding,3 sigma,261934942,-0.0712890625,0.0712890625,-9.17408703848343e-05,0.021502111905528663,1601,6.6387128829956055,0.0007868057582527399,0.00522337752372759
meta-llama/Llama-3.2-1B,bias-norm-embedding,4 sigma,262599240,-0.09521484375,0.09521484375,-0.00010172348063117914,0.021842042782473602,2140,6.6521196365356445,0.0009347866289317608,0.006218312490287925
meta-llama/Llama-3.2-1B,bias-norm-other,0 sigma,973146112,-1.234375,2.90625,1.7719255632934824e-05,0.020282299517346315,87994,6.9147186279296875,0.0010579121299088001,0.007315164711393152
meta-llama/Llama-3.2-1B,bias-norm-other,1 sigma,721459636,-0.020263671875,0.020263671875,-3.613884745993097e-06,0.010505840135166644,1091,6.586596488952637,0.0005135878454893827,0.0033827958998691177
meta-llama/Llama-3.2-1B,bias-norm-other,2 sigma,932251336,-0.04052734375,0.04052734375,-1.0104226131773253e-05,0.016301657203104506,1773,6.803698539733887,0.0005785159301012754,0.003936047988842839
meta-llama/Llama-3.2-1B,bias-norm-other,3 sigma,964981965,-0.060791015625,0.060791015625,-1.356587748645212e-05,0.01830343236760821,2570,6.878108024597168,0.0006988262757658958,0.004806602615144762
meta-llama/Llama-3.2-1B,bias-norm-other,4 sigma,970738625,-0.0810546875,0.0810546875,-1.4465261211460022e-05,0.01900546335276732,3434,6.900053977966309,0.0007841623155400157,0.005410762304713157
meta-llama/Llama-3.2-1B,bias-norm,0 sigma,67584,-0.62890625,2.90625,0.47044482736876514,0.35659501448158176,461,4.1453962326049805,0.01941860280930996,0.080497802928166
meta-llama/Llama-3.2-1B,bias-norm,1 sigma,64706,0.1142578125,0.82421875,0.413046229653162,0.10652661781226451,94,3.9569616317749023,0.012464200146496296,0.04932036175044896
meta-llama/Llama-3.2-1B,bias-norm,2 sigma,65533,-0.2421875,1.1640625,0.41180633297644414,0.11994780002492947,184,4.013367176055908,0.017413418740034103,0.0698864431941697
meta-llama/Llama-3.2-1B,bias-norm,3 sigma,65581,-0.451171875,1.5390625,0.4122388982261678,0.12254615969770087,261,4.026053428649902,0.018712786957621574,0.07533868009032751
meta-llama/Llama-3.2-1B,bias-norm,4 sigma,65686,-0.62890625,1.890625,0.4143704893861753,0.13390979265945457,330,4.028561115264893,0.01997803896665573,0.0804827509403161
meta-llama/Llama-3.2-1B,bias-other,0 sigma,973078528,-1.234375,1.078125,-1.495369393883697e-05,0.019677326825968122,49272,6.9151291847229,0.001048078527674079,0.007247598414600431
meta-llama/Llama-3.2-1B,bias-other,1 sigma,708506265,-0.0196533203125,0.0196533203125,-3.596456968799115e-06,0.010250079335959988,1080,6.58384895324707,0.0005108646582812071,0.0033634557456756475
meta-llama/Llama-3.2-1B,bias-other,2 sigma,927502563,-0.039306640625,0.039306640625,-9.772190590866142e-06,0.01609039810829998,1750,6.799191474914551,0.0005760031053796411,0.003916355403621563
meta-llama/Llama-3.2-1B,bias-other,3 sigma,963795369,-0.058837890625,0.058837890625,-1.339683051020478e-05,0.01819366122302816,2500,6.873411178588867,0.000691171851940453,0.004750708333453479
meta-llama/Llama-3.2-1B,bias-other,4 sigma,970396427,-0.07861328125,0.07861328125,-1.4461556359787189e-05,0.01894931404012159,3321,6.897622585296631,0.0007758229039609432,0.005351333584551421
meta-llama/Llama-3.2-1B,bias,0 sigma,0,0.0,0.0,0.0,0.0,1,-0.0,1.0,-0.0
meta-llama/Llama-3.2-1B,bias,1 sigma,0,0.0,0.0,0.0,0.0,1,-0.0,1.0,-0.0
meta-llama/Llama-3.2-1B,bias,2 sigma,0,0.0,0.0,0.0,0.0,1,-0.0,1.0,-0.0
meta-llama/Llama-3.2-1B,bias,3 sigma,0,0.0,0.0,0.0,0.0,1,-0.0,1.0,-0.0
meta-llama/Llama-3.2-1B,bias,4 sigma,0,0.0,0.0,0.0,0.0,1,-0.0,1.0,-0.0
meta-llama/Llama-3.2-1B,embedding-other,0 sigma,1235746816,-1.234375,1.078125,-3.4418601390849956e-05,0.020171826033982185,50696,6.9335479736328125,0.0010257740505039692,0.007112253589276918
meta-llama/Llama-3.2-1B,embedding-other,1 sigma,889934775,-0.0201416015625,0.02001953125,-4.726367199773209e-05,0.010519055441479413,1155,6.613509178161621,0.0005383654497563839,0.003560484843168954
meta-llama/Llama-3.2-1B,embedding-other,2 sigma,1176792635,-0.040283203125,0.040283203125,-2.386416290778938e-05,0.01666328985953605,1854,6.820452690124512,0.000584959052503109,0.003989685543257515
meta-llama/Llama-3.2-1B,embedding-other,3 sigma,1225179109,-0.060546875,0.060302734375,-3.4060603763315625e-05,0.01888915904444024,2669,6.901266098022461,0.0006859111599624157,0.004733655434503881
meta-llama/Llama-3.2-1B,embedding-other,4 sigma,1233053871,-0.08056640625,0.08056640625,-3.1873157196493084e-05,0.019603424248434097,3513,6.919439315795898,0.0007676983950659633,0.005312042457492838
meta-llama/Llama-3.2-1B,embedding,0 sigma,262668288,-0.302734375,0.345703125,-0.00010652811881786811,0.02190653582178669,7317,6.656974792480469,0.001260112738236785,0.008388538734125817
meta-llama/Llama-3.2-1B,embedding,1 sigma,182742791,-0.02197265625,0.021728515625,-0.00012299313834492108,0.011701291770903224,647,6.3136396408081055,0.0003138412139378488,0.0019814803292373395
meta-llama/Llama-3.2-1B,embedding,2 sigma,250237511,-0.043701171875,0.043701171875,-7.96869189208008e-05,0.018855647221934856,1024,6.545382499694824,0.0005155557300895452,0.003374509453345498
meta-llama/Llama-3.2-1B,embedding,3 sigma,261335286,-0.0654296875,0.0654296875,-8.912727369889116e-05,0.021276517675796518,1468,6.632036209106445,0.0007338572759181261,0.004866968026205232
meta-llama/Llama-3.2-1B,embedding,4 sigma,262521273,-0.08740234375,0.08740234375,-9.913151251317831e-05,0.02178894026801814,1968,6.6500043869018555,0.000895861245226115,0.005957481210809024
meta-llama/Llama-3.2-1B,norm-embedding-other,0 sigma,1235814400,-1.234375,2.90625,-8.689115345334522e-06,0.020638288301438008,91002,6.934927463531494,0.0010335574625059962,0.007167646031870756
meta-llama/Llama-3.2-1B,norm-embedding-other,1 sigma,903010567,-0.0206298828125,0.0205078125,-4.676892376382203e-05,0.010726853533457073,1176,6.621279716491699,0.0005421825917437673,0.003589942597347906
meta-llama/Llama-3.2-1B,norm-embedding-other,2 sigma,1181802889,-0.041259765625,0.041259765625,-2.427767450179004e-05,0.016839694747175792,1871,6.8235554695129395,0.0005860596429556608,0.0039990104821509
meta-llama/Llama-3.2-1B,norm-embedding-other,3 sigma,1226206856,-0.061767578125,0.061767578125,-2.936271220923434e-05,0.01896418589910724,2736,6.906161308288574,0.0006914926343597472,0.004775559676381824
meta-llama/Llama-3.2-1B,norm-embedding-other,4 sigma,1233349779,-0.08251953125,0.08251953125,-3.217091011477246e-05,0.019641927795450997,3634,6.925482273101807,0.0007715215906500816,0.005343159099362449
meta-llama/Llama-3.2-1B,norm-embedding,0 sigma,262735872,-0.62890625,2.90625,1.4512615236417451e-05,0.02386260011579145,39804,6.6573076248168945,0.0013738713460043073,0.009146284187271925
meta-llama/Llama-3.2-1B,norm-embedding,1 sigma,193233093,-0.0238037109375,0.0238037109375,-4.5574054140857434e-05,0.012566087669596196,680,6.341148376464844,0.00033800333039835095,0.0021433292697952133
meta-llama/Llama-3.2-1B,norm-embedding,2 sigma,254200802,-0.047607421875,0.047607421875,-8.241983303807285e-05,0.019558060343964585,1096,6.5655622482299805,0.0005600376753136516,0.00367696221862579
meta-llama/Llama-3.2-1B,norm-embedding,3 sigma,261934942,-0.0712890625,0.0712890625,-9.17408703848343e-05,0.021502111905528663,1601,6.6387128829956055,0.0007868057582527399,0.00522337752372759
meta-llama/Llama-3.2-1B,norm-embedding,4 sigma,262599240,-0.09521484375,0.09521484375,-0.00010172348063117914,0.021842042782473602,2131,6.650671482086182,0.0009349208557978272,0.006217851473662217
meta-llama/Llama-3.2-1B,norm-other,0 sigma,973146112,-1.234375,2.90625,1.7719255632934824e-05,0.020282299517346315,87994,6.9147186279296875,0.0010579121299088001,0.007315164711393152
meta-llama/Llama-3.2-1B,norm-other,1 sigma,721459636,-0.020263671875,0.020263671875,-3.613884745993097e-06,0.010505840135166644,1099,6.591235160827637,0.0005147348274476826,0.003392738293175712
meta-llama/Llama-3.2-1B,norm-other,2 sigma,932251336,-0.04052734375,0.04052734375,-1.0104226131773253e-05,0.016301657203104506,1773,6.803698539733887,0.0005785159301012754,0.003936047988842839
meta-llama/Llama-3.2-1B,norm-other,3 sigma,964981965,-0.060791015625,0.060791015625,-1.356587748645212e-05,0.01830343236760821,2584,6.8802995681762695,0.0006984476931393147,0.004805529361500138
meta-llama/Llama-3.2-1B,norm-other,4 sigma,970738625,-0.0810546875,0.0810546875,-1.4465261211460022e-05,0.01900546335276732,3434,6.900053977966309,0.0007841623155400157,0.005410762304713157
meta-llama/Llama-3.2-1B,norm,0 sigma,67584,-0.62890625,2.90625,0.47044482736876514,0.35659501448158176,461,4.1453962326049805,0.01941860280930996,0.080497802928166
meta-llama/Llama-3.2-1B,norm,1 sigma,64706,0.1142578125,0.82421875,0.413046229653162,0.10652661781226451,94,3.9569616317749023,0.012464200146496296,0.04932036175044896
meta-llama/Llama-3.2-1B,norm,2 sigma,65533,-0.2421875,1.1640625,0.41180633297644414,0.11994780002492947,184,4.013367176055908,0.017413418740034103,0.0698864431941697
meta-llama/Llama-3.2-1B,norm,3 sigma,65581,-0.451171875,1.5390625,0.4122388982261678,0.12254615969770087,261,4.026053428649902,0.018712786957621574,0.07533868009032751
meta-llama/Llama-3.2-1B,norm,4 sigma,65686,-0.62890625,1.890625,0.4143704893861753,0.13390979265945457,330,4.028561115264893,0.01997803896665573,0.0804827509403161
meta-llama/Llama-3.2-1B,other,0 sigma,973078528,-1.234375,1.078125,-1.495369393883697e-05,0.019677326825968122,49015,6.914229393005371,0.0010487829567864537,0.00725152594669598
meta-llama/Llama-3.2-1B,other,1 sigma,708506265,-0.0196533203125,0.0196533203125,-3.596456968799115e-06,0.010250079335959988,1084,6.586585998535156,0.0005105093587189913,0.0033625137942596695
meta-llama/Llama-3.2-1B,other,2 sigma,927502563,-0.039306640625,0.039306640625,-9.772190590866142e-06,0.01609039810829998,1731,6.796613693237305,0.0005718946922570467,0.003886947296483978
meta-llama/Llama-3.2-1B,other,3 sigma,963795369,-0.058837890625,0.058837890625,-1.339683051020478e-05,0.01819366122302816,2520,6.877906322479248,0.000689091975800693,0.004739510057129304
meta-llama/Llama-3.2-1B,other,4 sigma,970396427,-0.07861328125,0.07861328125,-1.4461556359787189e-05,0.01894931404012159,3339,6.899613380432129,0.0007753942627459764,0.005349920630352445
meta-llama/Llama-3.2-3B,bias-embedding-other,0 sigma,3212574720,-1.0234375,1.0546875,-1.1448028754977486e-05,0.0197789101527498,62178,7.0304789543151855,0.0009429834317415953,0.006629625171127196
meta-llama/Llama-3.2-3B,bias-embedding-other,1 sigma,2285275388,-0.019775390625,0.0196533203125,-4.095431851112793e-05,0.010418476302449261,1565,6.717489242553711,0.0006627324037253857,0.004451897792717041
meta-llama/Llama-3.2-3B,bias-embedding-other,2 sigma,3060101489,-0.03955078125,0.039306640625,-2.802937080824591e-05,0.016593843842315444,2456,6.927661418914795,0.0006199810886755586,0.004295019068474459
meta-llama/Llama-3.2-3B,bias-embedding-other,3 sigma,3188923560,-0.059326171875,0.05908203125,-1.1859850191432947e-05,0.01876218878092557,3552,7.001429557800293,0.0006903293542563915,0.004833292345507889
meta-llama/Llama-3.2-3B,bias-embedding-other,4 sigma,3207332634,-0.0791015625,0.0791015625,-1.0355148825424998e-05,0.01937924861478077,4743,7.021535873413086,0.0007510375580750406,0.005273437156304461
meta-llama/Llama-3.2-3B,bias-embedding,0 sigma,394002432,-0.2470703125,0.3359375,-5.963520058297508e-05,0.02080846520771956,8013,6.738485813140869,0.001160304993391037,0.007818698736882013
meta-llama/Llama-3.2-3B,bias-embedding,1 sigma,275638995,-0.020751953125,0.0206298828125,-4.5271525011364956e-05,0.011039102052661297,756,6.417302131652832,0.000342743587680161,0.0021994891558302365
meta-llama/Llama-3.2-3B,bias-embedding,2 sigma,375109586,-0.04150390625,0.04150390625,-1.0182553005157005e-05,0.01775130393576588,1182,6.631208419799805,0.0005201101303100586,0.003448958675335234
meta-llama/Llama-3.2-3B,bias-embedding,3 sigma,391657684,-0.062255859375,0.062255859375,-2.9696442375301387e-05,0.02007778190410846,1716,6.716899394989014,0.0007119798683561385,0.004782297147005704
meta-llama/Llama-3.2-3B,bias-embedding,4 sigma,393678173,-0.0830078125,0.0830078125,-5.2776070745926266e-05,0.020638896423820358,2276,6.733675479888916,0.0008470416069030762,0.00570370329884895
meta-llama/Llama-3.2-3B,bias-norm-embedding-other,0 sigma,3212749824,-1.0234375,2.34375,9.175500744954165e-06,0.020030968921078134,100998,7.031877517700195,0.000948191387578845,0.0066675657007926326
meta-llama/Llama-3.2-3B,bias-norm-embedding-other,1 sigma,2307592239,-0.02001953125,0.02001953125,-2.0650331686956366e-06,0.01055152629293858,1577,6.721253871917725,0.0006621243664994836,0.004450305962025725
meta-llama/Llama-3.2-3B,bias-norm-embedding-other,2 sigma,3068942348,-0.0400390625,0.0400390625,-4.545514930647377e-06,0.016707351473569144,2477,6.929373264312744,0.0006216857582330704,0.004307892671904234
meta-llama/Llama-3.2-3B,bias-norm-embedding-other,3 sigma,3190605125,-0.06005859375,0.06005859375,-7.379052013126913e-06,0.018807301549699014,3622,7.004995346069336,0.0006932548712939024,0.004856247147053683
meta-llama/Llama-3.2-3B,bias-norm-embedding-other,4 sigma,3207663202,-0.080078125,0.080078125,-1.0398934274937838e-05,0.01939512950114801,4802,7.022528648376465,0.0007532185409218073,0.005289498782111712
meta-llama/Llama-3.2-3B,bias-norm-embedding,0 sigma,394177536,-0.2734375,2.34375,0.00010847858695082287,0.02268812087926111,35891,6.74177360534668,0.0012557960581034422,0.008466292718220192
meta-llama/Llama-3.2-3B,bias-norm-embedding,1 sigma,291520003,-0.0224609375,0.022705078125,7.017449083430168e-05,0.0118680071705522,792,6.452029228210449,0.0003413046943023801,0.0022021078633643887
meta-llama/Llama-3.2-3B,bias-norm-embedding,2 sigma,381009577,-0.045166015625,0.04541015625,6.783732873449919e-06,0.018423444106068214,1284,6.6590070724487305,0.0005563541199080646,0.0037047660192537912
meta-llama/Llama-3.2-3B,bias-norm-embedding,3 sigma,392660763,-0.06787109375,0.06787109375,-3.7105133486488943e-05,0.02031913622640422,1860,6.722577095031738,0.0007554686744697392,0.005078696407004257
meta-llama/Llama-3.2-3B,bias-norm-embedding,4 sigma,393844343,-0.09033203125,0.0908203125,-5.54681198633961e-05,0.02071045108092285,2478,6.734402179718018,0.0008842882816679776,0.0059551529315639284
meta-llama/Llama-3.2-3B,bias-norm-other,0 sigma,2818747392,-1.0234375,2.34375,1.8793809837771856e-05,0.019919854902939006,97657,7.0172295570373535,0.0009604699444025755,0.006739838082507776
meta-llama/Llama-3.2-3B,bias-norm-other,1 sigma,2030230545,-0.0198974609375,0.0198974609375,-1.713898373369485e-06,0.010474135910190651,1513,6.713301658630371,0.0006395477103069425,0.004293476704376853
meta-llama/Llama-3.2-3B,bias-norm-other,2 sigma,2693775248,-0.039794921875,0.039794921875,-3.879348788779658e-06,0.01655811669605166,2399,6.915587902069092,0.0006209836574271321,0.004294467068685692
meta-llama/Llama-3.2-3B,bias-norm-other,3 sigma,2798730008,-0.0595703125,0.0595703125,-4.674749823116002e-06,0.018616717900532726,3491,6.99155330657959,0.0006941889878362417,0.0048534593132976145
meta-llama/Llama-3.2-3B,bias-norm-other,4 sigma,2813943304,-0.07958984375,0.07958984375,-4.800809064925128e-06,0.01921261507079184,4638,7.009174346923828,0.0007568263681605458,0.0053047279647864265
meta-llama/Llama-3.2-3B,bias-norm,0 sigma,175104,-0.2734375,2.34375,0.37838219672615764,0.20328703544633478,441,4.297175407409668,0.015380837954580784,0.06609415860377776
meta-llama/Llama-3.2-3B,bias-norm,1 sigma,158988,0.17578125,0.578125,0.368443214611716,0.08633096644427331,71,4.002527236938477,0.006428488530218601,0.025730200434546546
meta-llama/Llama-3.2-3B,bias-norm,2 sigma,171369,-0.028076171875,0.78125,0.355796154931254,0.10827589176958043,139,4.208871841430664,0.01095215231180191,0.04609620546820281
meta-llama/Llama-3.2-3B,bias-norm,3 sigma,172080,-0.162109375,0.984375,0.3561024597111218,0.11211953209180588,197,4.231163501739502,0.012959795072674751,0.054835011901524844
meta-llama/Llama-3.2-3B,bias-norm,4 sigma,172288,-0.2734375,1.1875,0.3569899694703486,0.1149867680975322,251,4.237844467163086,0.014028250239789486,0.05944954266267111
meta-llama/Llama-3.2-3B,bias-other,0 sigma,2818572288,-1.0234375,1.0546875,-4.712042960940992e-06,0.01963068024018586,60082,7.0157318115234375,0.0009551258408464491,0.006700906745634505
meta-llama/Llama-3.2-3B,bias-other,1 sigma,2006642536,-0.01953125,0.01953125,-1.7246573850647399e-06,0.0103150581645174,1484,6.706457138061523,0.000634779513347894,0.0042571215983872035
meta-llama/Llama-3.2-3B,bias-other,2 sigma,2684470176,-0.0390625,0.0390625,-3.836459790183283e-06,0.01642256916148988,2366,6.913196563720703,0.0006172440480440855,0.0042671294319154285
meta-llama/Llama-3.2-3B,bias-other,3 sigma,2797473782,-0.058837890625,0.058837890625,-4.671711729736373e-06,0.01857843267160321,3446,6.988933563232422,0.0006923507316969335,0.004838793266285224
meta-llama/Llama-3.2-3B,bias-other,4 sigma,2813484861,-0.078125,0.078125,-4.823602016725764e-06,0.019187703567505446,4529,7.005533218383789,0.0007549355505034328,0.005288726076790651
meta-llama/Llama-3.2-3B,bias,0 sigma,0,0.0,0.0,0.0,0.0,1,-0.0,1.0,-0.0
meta-llama/Llama-3.2-3B,bias,1 sigma,0,0.0,0.0,0.0,0.0,1,-0.0,1.0,-0.0
meta-llama/Llama-3.2-3B,bias,2 sigma,0,0.0,0.0,0.0,0.0,1,-0.0,1.0,-0.0
meta-llama/Llama-3.2-3B,bias,3 sigma,0,0.0,0.0,0.0,0.0,1,-0.0,1.0,-0.0
meta-llama/Llama-3.2-3B,bias,4 sigma,0,0.0,0.0,0.0,0.0,1,-0.0,1.0,-0.0
meta-llama/Llama-3.2-3B,embedding-other,0 sigma,3212574720,-1.0234375,1.0546875,-1.1448028754977486e-05,0.0197789101527498,62178,7.0304789543151855,0.0009429834317415953,0.006629625171127196
meta-llama/Llama-3.2-3B,embedding-other,1 sigma,2285275388,-0.019775390625,0.0196533203125,-4.095431851112793e-05,0.010418476302449261,1553,6.715244293212891,0.0006595347658731043,0.004428937072704864
meta-llama/Llama-3.2-3B,embedding-other,2 sigma,3060101489,-0.03955078125,0.039306640625,-2.802937080824591e-05,0.016593843842315444,2456,6.927661418914795,0.0006199810886755586,0.004295019068474459
meta-llama/Llama-3.2-3B,embedding-other,3 sigma,3188923560,-0.059326171875,0.05908203125,-1.1859850191432947e-05,0.01876218878092557,3552,7.001429557800293,0.0006903293542563915,0.004833292345507889
meta-llama/Llama-3.2-3B,embedding-other,4 sigma,3207332634,-0.0791015625,0.0791015625,-1.0355148825424998e-05,0.01937924861478077,4731,7.021363258361816,0.0007507741684094071,0.005271458161396958
meta-llama/Llama-3.2-3B,embedding,0 sigma,394002432,-0.2470703125,0.3359375,-5.963520058297508e-05,0.02080846520771956,7976,6.735879898071289,0.0011631769593805075,0.007835020298590845
meta-llama/Llama-3.2-3B,embedding,1 sigma,275638995,-0.020751953125,0.0206298828125,-4.5271525011364956e-05,0.011039102052661297,755,6.417407035827637,0.00034069374669343233,0.0021863704470929113
meta-llama/Llama-3.2-3B,embedding,2 sigma,375109586,-0.04150390625,0.04150390625,-1.0182553005157005e-05,0.01775130393576588,1200,6.640435218811035,0.0005183567409403622,0.0034421143584484892
meta-llama/Llama-3.2-3B,embedding,3 sigma,391657684,-0.062255859375,0.062255859375,-2.9696442375301387e-05,0.02007778190410846,1716,6.716899394989014,0.0007119798683561385,0.004782297147005704
meta-llama/Llama-3.2-3B,embedding,4 sigma,393678173,-0.0830078125,0.0830078125,-5.2776070745926266e-05,0.020638896423820358,2287,6.735337734222412,0.0008464460261166096,0.00570109985968581
meta-llama/Llama-3.2-3B,norm-embedding-other,0 sigma,3212749824,-1.0234375,2.34375,9.175500744954165e-06,0.020030968921078134,100499,7.030317783355713,0.0009494030382484198,0.0066746050633698095
meta-llama/Llama-3.2-3B,norm-embedding-other,1 sigma,2307592239,-0.02001953125,0.02001953125,-2.0650331686956366e-06,0.01055152629293858,1571,6.7196149826049805,0.0006610856507904828,0.004442241043836892
