epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.466446018218994,1748.3819132973938,6.912351898376099,1004.607200054433
2,7.0477261734008785,1150.2403199569187,6.558884183232656,705.4840643034986
3,6.596844835281372,732.779497950845,6.282531061572229,535.1414270415769
4,6.376683792114258,587.974624946335,6.095099968824558,443.6783969680175
5,6.190994651794433,488.3315846203527,5.9394327380700025,379.71946803407064
6,6.016726408004761,410.2334582471787,5.7890453909685515,326.7010037420528
7,5.860641290664673,350.9491322730714,5.677111912344744,292.10458686801485
8,5.732637895584107,308.78273159431166,5.591572274419362,268.15690468067714
9,5.621477508544922,276.29731344193806,5.525449225145899,250.9990677912741
10,5.525501792907715,251.0122625972933,5.472145177075963,237.97013368436788
11,5.44408270072937,231.38493310394887,5.42901158875334,227.92385155317842
12,5.3780287075042725,216.5948824386937,5.39897525353346,221.17964697184166
13,5.321987749099732,204.79054991339518,5.370945203518439,215.0660528534031
14,5.2760049419403074,195.5869312934259,5.346754211151671,209.92581599728405
15,5.240511682510376,188.7666663002189,5.328541209740553,206.1370440007856
16,5.2129558601379395,183.6360592668832,5.3193679130005975,204.25473441882406
17,5.193686571121216,180.1313975774856,5.312943749227924,202.9467743267699
18,5.180822578430176,177.82902917081532,5.304571310488764,201.25470813582712
19,5.173049453735351,176.45210040520422,5.303806971361537,201.1009400608245
20,5.169136293411255,175.7629642762588,5.303073293149114,200.9534507940509
