epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.461660774230957,1740.0354650803688,6.913441247426107,1005.7021642442622
2,7.125730636596679,1243.5564230447706,6.799316007077337,897.2333804366941
3,6.731302927017212,838.2387186315244,6.356859796489784,576.4333931821138
4,6.429729276657104,620.0060751729037,6.097742941850673,444.85257798435003
5,6.17519965171814,480.6789827259951,5.892270171570921,362.2266683629784
6,5.982307201385498,396.353782030304,5.76471113159271,318.8469259282202
7,5.837471324920655,342.91113258412656,5.662348489704247,287.82380067731975
8,5.714772026062012,303.3150475010161,5.578342004307729,264.6324823386763
9,5.611340274810791,273.5105717857986,5.52017505097532,249.67873987141485
10,5.516226108551026,248.69471710646297,5.470029318689586,237.46715488490707
11,5.43458748626709,229.19828133339888,5.423636510700523,226.70202969658797
12,5.367858985900879,214.40333538333113,5.384209229132373,217.9376971673833
13,5.312814208984375,202.92048625491455,5.372762793695141,215.45731026350987
14,5.26823582649231,194.07328131833498,5.34120711480786,208.76456104512022
15,5.232565937042236,187.27271754521647,5.3304964214028,206.54047982592914
16,5.204988698959351,182.1788139469656,5.320074537699808,204.39911686518874
17,5.184747051239014,178.52828556931394,5.312393895451894,202.83521395033117
18,5.17143284034729,176.16707602652534,5.3049252087484575,201.32594443124856
19,5.163295976638794,174.73944463677051,5.304186273906045,201.17723262716015
20,5.159910255432129,174.14882599265087,5.304073473650538,201.15454106374878
