epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.464010454177856,1744.128798648189,6.917052103373819,1009.3401740976268
2,7.108277708053589,1222.0410211780456,6.71224759781432,822.4170264167257
3,6.696333938598633,809.432948233962,6.352308406372984,573.8157813384126
4,6.422428432464599,615.4959911631312,6.111183418342454,450.87196973284966
5,6.200611282348633,493.0503419649524,5.923152105251472,373.58744683874005
6,6.016874877929688,410.29437009960435,5.7836642802118545,324.9477110185048
7,5.860287994384765,350.82516515005364,5.682253439554911,293.6103181116547
8,5.721244020462036,305.28446695134204,5.579549773438962,264.95229037022506
9,5.606031898498535,272.06252154354706,5.515652174007393,248.55202356978845
10,5.509627470016479,247.05907300984296,5.45575670767687,234.10195080556736
11,5.428149684906006,227.72748774414293,5.41860627956733,225.56452943200702
12,5.3633472461700435,213.43818223376852,5.384452292162501,217.99067620279754
13,5.3070208415985105,201.7482920822045,5.359119641995002,212.5377547500226
14,5.2611500339508055,192.70297888184894,5.3375452595556565,208.00149341506366
15,5.225330825805664,185.92266836941093,5.323343573358958,205.06839822320438
16,5.198136840820313,180.9348172691653,5.3130362676289264,202.96555150642317
17,5.177939992904663,177.3171598932363,5.302240006224124,200.78606865933006
18,5.164925493240356,175.0244175837701,5.29847732989374,200.0319952281043
19,5.156745546340942,173.59856678422685,5.297268539702821,199.79034459628377
20,5.152677293777466,172.89375861080782,5.296467649151465,199.6303984552704
