epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.46809517288208,1751.2676443369346,6.913572483291169,1005.8341570986905
2,7.134421745300293,1254.411409703175,6.7293011596816745,836.5624380667731
3,6.707480951309204,818.506183379981,6.329323072490578,560.7768600581443
4,6.435599508285523,623.6563579656731,6.148816663205267,468.16306429208964
5,6.240354511260986,513.0403572916356,5.976906488041678,394.2189588438427
6,6.068363473892212,431.97316743333243,5.833214493140489,341.4545200539839
7,5.920059797286988,372.4339837521469,5.734882286779895,309.4765391350387
8,5.789903579711914,326.981495206003,5.643042296563793,282.32031540717077
9,5.677742469787598,292.28883367234835,5.570364578041488,262.52979439331546
10,5.582696060180664,265.78721902232,5.517633997180504,249.04509816176483
11,5.504197849273682,245.7212711074309,5.475334389623767,238.73028251451612
12,5.438111515045166,230.00740752733643,5.449561481133193,232.6561194367948
13,5.383491641998291,217.7813639779157,5.418495555694945,225.53955543646998
14,5.339324058532715,208.3718155254271,5.397991536191838,220.96217570016944
15,5.30320650100708,200.98022115575364,5.384946079025726,218.09834371522592
16,5.276169046401978,195.61903061524447,5.369324738394001,214.71782803459118
17,5.257643451690674,192.0284334004276,5.360674611965339,212.86850166033486
18,5.243665700912476,189.3629797368737,5.357037364365812,212.09565258741176
19,5.236140487670898,187.94333121264344,5.353499619832296,211.34663804414038
20,5.232462804794311,187.2534046847875,5.353629755259988,211.37414351895302
