epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.465782646179199,1747.222470234803,6.916978329527164,1009.2657139370405
2,7.079886217117309,1187.8333557162632,6.632666957307005,759.5050395051783
3,6.646627513885498,770.1825108856798,6.304900255602991,547.2470006404297
4,6.395795188903809,599.3197061707756,6.089554357814218,441.2247389694208
5,6.1828021106719975,484.34725122448793,5.914527523017929,370.37926567943964
6,5.9964286270141605,401.990568545485,5.769370268062203,320.33594334309265
7,5.838155998229981,343.145995076943,5.648088133692028,283.7484577935489
8,5.697838129043579,298.2219861162712,5.567914142722855,261.8872696670921
9,5.580628862380982,265.23835177201585,5.498489390732999,244.32257740945204
10,5.487662490844727,241.6915897441256,5.452077552087292,233.24223578715936
11,5.410642152786255,223.77523944592403,5.4090139817334935,223.41119152529896
12,5.345418872833252,209.64568109022179,5.379896619648276,216.99984074545466
13,5.291484357833863,198.6380566416744,5.347271139179162,210.03436058772033
14,5.2468806076049805,189.9727436896579,5.330360133919173,206.51233286174968
15,5.2121447029113765,183.48716194808364,5.316094407635535,203.58719863694654
16,5.185534589767456,178.66893885028583,5.309080590459401,202.16427115615113
17,5.166236679077149,175.25405763869264,5.297624933505487,199.8615613267773
18,5.153419771194458,173.02217598971768,5.295041000343368,199.34579904523
19,5.1455578594207765,171.6672241422226,5.293626723603574,199.064068188123
20,5.14219704246521,171.09125043784576,5.290959149777533,198.53375772574543
