epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.46520588684082,1746.2150339109512,6.914766665704236,1007.0360240409133
2,7.1530850276947024,1278.0426766562719,6.865392691789273,958.5221696938593
3,6.798872282028198,896.8353438268089,6.389206797776822,595.3841323222341
4,6.506093772888184,669.2072299256296,6.237909305595352,511.78740059598124
5,6.3613497982025144,579.0273992927624,6.111229379162817,450.8926926546753
6,6.202867311477661,494.1639335737387,5.961694792787472,388.2676000659648
7,6.05857141494751,427.76390303138294,5.86497480712251,352.4732761797886
8,5.933585464477539,377.5056232020244,5.762032605930717,317.99402901792996
9,5.8179102210998535,336.26859183827264,5.6757419854580995,291.7046989119227
10,5.718493389129638,304.4458957600651,5.6216023250968155,276.33180207223046
11,5.634939306259155,280.04192000287225,5.570443325842212,262.5504688512717
12,5.564351188659668,260.9558376656013,5.53225719486168,252.71369177505525
13,5.506432483673096,246.27098228551662,5.495033502293204,243.47968315176422
14,5.458555377960205,234.7580426426819,5.471795107790096,237.88684222935206
15,5.420968469619751,226.09798553390465,5.450272793684177,232.82166952656158
16,5.392344526290893,219.71791658451323,5.437414215567583,229.84707938708794
17,5.371800476074219,215.25007162797488,5.431857978226896,228.57353579356163
18,5.3582494316101075,212.35288263913884,5.427547284086307,227.5903458302058
19,5.350067575454712,210.62253029904494,5.4223554833920415,226.41180413878018
20,5.345713533401489,209.70746450786166,5.423197152371892,226.60244814931625
