epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.4696246528625485,1753.9482225621975,6.9159553619202025,1008.2337957043172
2,7.118260093688965,1234.3009960053112,6.641224825739147,766.0326751917848
3,6.643286939620972,767.6139516309375,6.270899383179442,528.9528953462192
4,6.33775127029419,565.5231716890709,6.02360742306281,413.0660151074941
5,6.103016317367554,447.20464890368817,5.84409118298285,345.1886858320577
6,5.926230567932129,374.7392939012282,5.7123714338519616,302.5877850403512
7,5.7840520305633545,325.0737340388276,5.617661484130128,275.24496531819597
8,5.662249303817749,287.79525403422986,5.543079532120756,255.46349740063528
9,5.553154731750488,258.0503527947829,5.479166235895214,239.64681514205927
10,5.461082933425903,235.35215712884488,5.431787903151826,228.55751904707586
11,5.381291790008545,217.302803784829,5.390310902509861,219.27154703193153
12,5.317205471038818,203.81352262959945,5.357593880727619,212.2137201385596
13,5.262713638305664,193.00452578741354,5.329592636816516,206.35389605228866
14,5.217816736221313,184.53086440197953,5.314256917074055,203.21345256361298
15,5.18123521232605,177.90242259718798,5.300916697450741,200.52054241845008
16,5.153216579437256,172.9870228812753,5.292465199110751,198.83298462786937
17,5.133023555755615,169.52892407207287,5.2820329803192685,196.7694975180485
18,5.11937068939209,167.2300968260406,5.278630822575734,196.1011941297661
19,5.112857444763184,166.1444257547913,5.2743680468576395,195.26703789475076
20,5.107918287277221,165.32583550779077,5.274746090209413,195.34087125547356
