epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.464640855789185,1745.228646889849,6.916395360409856,1008.677514662322
2,7.1254949989318845,1243.2634288347954,6.875787006880709,968.5373112452836
3,6.800551410675049,898.3425107535999,6.387767542764812,594.5278390856987
4,6.495596658706665,662.2192263247317,6.2320973007978795,508.82151698213704
5,6.349042978286743,571.9450831471833,6.10933253122661,450.03822843171014
6,6.198982612609863,492.24797936250906,5.9629796839045905,388.76680229793175
7,6.0512901954650875,424.66057189486514,5.845805495370648,345.7809545940952
8,5.910193359375,368.7774550941345,5.730086743474721,307.99598386053736
9,5.783568265914917,324.9165128902469,5.64788655720785,283.6912665414355
10,5.681254316329956,293.3171117227904,5.593729716432309,268.7360621776116
11,5.594936929702759,269.06067982005993,5.53326957439948,252.96966349393298
12,5.5208815002441405,249.8551875529665,5.493921130859923,243.20899388905545
13,5.461576110839844,235.46825612341087,5.464747712712088,236.21625323289015
14,5.4134017162323,224.39361424665682,5.445941736598215,231.8154860768095
15,5.376507808685303,216.26571391725648,5.4236000951892605,226.69377437658412
16,5.348674364089966,210.32929291442136,5.412658100356599,224.22681361818113
17,5.327694402694702,205.96255958725675,5.404111151780911,222.31852521108164
18,5.3136368637084965,203.08748843470087,5.3995667520397435,221.31051310239064
19,5.306045244216919,201.5515629565222,5.3971833286171185,220.78366454279382
20,5.301732904434204,200.68427549645094,5.395984854669628,220.51921956966592
