epoch,train_loss,train_ppl,val_loss,val_ppl
1,7.4707205219268795,1755.8713737282121,6.916176968991399,1008.4572522017203
2,7.058814569473267,1163.0656147690777,6.573542679997975,715.9015661015718
3,6.594838918685913,731.311076652793,6.231855134906883,508.6983126846604
4,6.311654733657837,550.9558801686943,5.999396826121622,403.1855291554369
5,6.082059743881225,437.930290622939,5.815620112276362,335.4993812931525
6,5.892739755630493,362.3968041758,5.679666080589066,292.8516247519087
7,5.732976987838745,308.88745518143645,5.581564547487361,265.48664749259814
8,5.604392259597779,271.6168027585722,5.515528022743271,248.52116743731582
9,5.497691696166992,244.1277603296931,5.449992337483846,232.75638240128893
10,5.409851024627685,223.59827456298868,5.404172703748691,222.33220977493403
11,5.334756772994995,207.4222919691081,5.363254117109104,213.41830586183679
12,5.2712985706329345,194.66858929620278,5.336533987879039,207.79125371872118
13,5.219910303115845,184.91759679452315,5.312184216162402,202.79268806534054
14,5.176290500640869,177.02491770163326,5.293631364628227,199.06499205151474
15,5.141958707809448,171.05047832246578,5.276776779197647,195.7379508478089
16,5.115912015914917,166.6527016119068,5.268813121247434,194.18535115130072
17,5.097721183776856,163.64855707643616,5.265479707432364,193.5391286809269
18,5.084285566329956,161.46454231523666,5.261500921649134,192.77060785096253
19,5.076994123458863,160.29151455868518,5.259287083220339,192.3443169150949
20,5.073363956451416,159.7106844839014,5.258341131952708,192.16245459469502
